__run_id,__done,benchmark_id,benchmark,treatment,repetition,execution_time_s,cpu_util_percent,memory_mb,energy_j,timestamp
run_374,NOT DONE,b7,KMeans-Iter,Python,r15,,,,,
run_375,NOT DONE,b7,KMeans-Iter,Python,r16,,,,,
run_376,NOT DONE,b7,KMeans-Iter,Python,r17,,,,,
run_377,NOT DONE,b7,KMeans-Iter,Python,r18,,,,,
run_378,NOT DONE,b7,KMeans-Iter,Python,r19,,,,,
run_379,NOT DONE,b7,KMeans-Iter,Python,r20,,,,,
run_380,NOT DONE,b7,KMeans-Iter,C++/Cython,r1,,,,,
run_381,NOT DONE,b7,KMeans-Iter,C++/Cython,r2,,,,,
run_382,NOT DONE,b7,KMeans-Iter,C++/Cython,r3,,,,,
run_383,NOT DONE,b7,KMeans-Iter,C++/Cython,r4,,,,,
run_384,NOT DONE,b7,KMeans-Iter,C++/Cython,r5,,,,,
run_385,NOT DONE,b7,KMeans-Iter,C++/Cython,r6,,,,,
run_386,NOT DONE,b7,KMeans-Iter,C++/Cython,r7,,,,,
run_387,NOT DONE,b7,KMeans-Iter,C++/Cython,r8,,,,,
run_388,NOT DONE,b7,KMeans-Iter,C++/Cython,r9,,,,,
run_389,NOT DONE,b7,KMeans-Iter,C++/Cython,r10,,,,,
run_390,NOT DONE,b7,KMeans-Iter,C++/Cython,r11,,,,,
run_391,NOT DONE,b7,KMeans-Iter,C++/Cython,r12,,,,,
run_392,NOT DONE,b7,KMeans-Iter,C++/Cython,r13,,,,,
run_393,NOT DONE,b7,KMeans-Iter,C++/Cython,r14,,,,,
run_394,NOT DONE,b7,KMeans-Iter,C++/Cython,r15,,,,,
run_395,NOT DONE,b7,KMeans-Iter,C++/Cython,r16,,,,,
run_396,NOT DONE,b7,KMeans-Iter,C++/Cython,r17,,,,,
run_397,NOT DONE,b7,KMeans-Iter,C++/Cython,r18,,,,,
run_398,NOT DONE,b7,KMeans-Iter,C++/Cython,r19,,,,,
run_399,NOT DONE,b7,KMeans-Iter,C++/Cython,r20,,,,,
run_400,NOT DONE,b7,KMeans-Iter,C++/SWIG,r1,,,,,
run_401,NOT DONE,b7,KMeans-Iter,C++/SWIG,r2,,,,,
run_402,NOT DONE,b7,KMeans-Iter,C++/SWIG,r3,,,,,
run_403,NOT DONE,b7,KMeans-Iter,C++/SWIG,r4,,,,,
run_404,NOT DONE,b7,KMeans-Iter,C++/SWIG,r5,,,,,
run_405,NOT DONE,b7,KMeans-Iter,C++/SWIG,r6,,,,,
run_406,NOT DONE,b7,KMeans-Iter,C++/SWIG,r7,,,,,
run_407,NOT DONE,b7,KMeans-Iter,C++/SWIG,r8,,,,,
run_408,NOT DONE,b7,KMeans-Iter,C++/SWIG,r9,,,,,
run_409,NOT DONE,b7,KMeans-Iter,C++/SWIG,r10,,,,,
run_410,NOT DONE,b7,KMeans-Iter,C++/SWIG,r11,,,,,
run_411,NOT DONE,b7,KMeans-Iter,C++/SWIG,r12,,,,,
run_412,NOT DONE,b7,KMeans-Iter,C++/SWIG,r13,,,,,
run_413,NOT DONE,b7,KMeans-Iter,C++/SWIG,r14,,,,,
run_414,NOT DONE,b7,KMeans-Iter,C++/SWIG,r15,,,,,
run_415,NOT DONE,b7,KMeans-Iter,C++/SWIG,r16,,,,,
run_416,NOT DONE,b7,KMeans-Iter,C++/SWIG,r17,,,,,
run_417,NOT DONE,b7,KMeans-Iter,C++/SWIG,r18,,,,,
run_418,NOT DONE,b7,KMeans-Iter,C++/SWIG,r19,,,,,
run_419,NOT DONE,b7,KMeans-Iter,C++/SWIG,r20,,,,,
run_420,NOT DONE,b8,Graph-Dijkstra,Python,r1,,,,,
run_421,NOT DONE,b8,Graph-Dijkstra,Python,r2,,,,,
run_422,NOT DONE,b8,Graph-Dijkstra,Python,r3,,,,,
run_423,NOT DONE,b8,Graph-Dijkstra,Python,r4,,,,,
run_424,NOT DONE,b8,Graph-Dijkstra,Python,r5,,,,,
run_425,NOT DONE,b8,Graph-Dijkstra,Python,r6,,,,,
run_426,NOT DONE,b8,Graph-Dijkstra,Python,r7,,,,,
run_427,NOT DONE,b8,Graph-Dijkstra,Python,r8,,,,,
run_428,NOT DONE,b8,Graph-Dijkstra,Python,r9,,,,,
run_429,NOT DONE,b8,Graph-Dijkstra,Python,r10,,,,,
run_430,NOT DONE,b8,Graph-Dijkstra,Python,r11,,,,,
run_431,NOT DONE,b8,Graph-Dijkstra,Python,r12,,,,,
run_432,NOT DONE,b8,Graph-Dijkstra,Python,r13,,,,,
run_433,NOT DONE,b8,Graph-Dijkstra,Python,r14,,,,,
run_434,NOT DONE,b8,Graph-Dijkstra,Python,r15,,,,,
run_435,NOT DONE,b8,Graph-Dijkstra,Python,r16,,,,,
run_436,NOT DONE,b8,Graph-Dijkstra,Python,r17,,,,,
run_437,NOT DONE,b8,Graph-Dijkstra,Python,r18,,,,,
run_438,NOT DONE,b8,Graph-Dijkstra,Python,r19,,,,,
run_439,NOT DONE,b8,Graph-Dijkstra,Python,r20,,,,,
run_440,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r1,,,,,
run_441,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r2,,,,,
run_442,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r3,,,,,
run_443,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r4,,,,,
run_444,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r5,,,,,
run_445,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r6,,,,,
run_446,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r7,,,,,
run_447,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r8,,,,,
run_448,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r9,,,,,
run_449,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r10,,,,,
run_450,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r11,,,,,
run_451,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r12,,,,,
run_452,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r13,,,,,
run_453,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r14,,,,,
run_454,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r15,,,,,
run_455,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r16,,,,,
run_456,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r17,,,,,
run_457,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r18,,,,,
run_458,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r19,,,,,
run_459,NOT DONE,b8,Graph-Dijkstra,C++/Cython,r20,,,,,
run_460,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r1,,,,,
run_461,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r2,,,,,
run_462,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r3,,,,,
run_463,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r4,,,,,
run_464,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r5,,,,,
run_465,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r6,,,,,
run_466,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r7,,,,,
run_467,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r8,,,,,
run_468,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r9,,,,,
run_469,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r10,,,,,
run_470,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r11,,,,,
run_471,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r12,,,,,
run_472,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r13,,,,,
run_473,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r14,,,,,
run_474,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r15,,,,,
run_475,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r16,,,,,
run_476,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r17,,,,,
run_477,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r18,,,,,
run_478,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r19,,,,,
run_479,NOT DONE,b8,Graph-Dijkstra,C++/SWIG,r20,,,,,
run_480,NOT DONE,b9,Regex-Tokenize,Python,r1,,,,,
run_481,NOT DONE,b9,Regex-Tokenize,Python,r2,,,,,
run_482,NOT DONE,b9,Regex-Tokenize,Python,r3,,,,,
run_483,NOT DONE,b9,Regex-Tokenize,Python,r4,,,,,
run_484,NOT DONE,b9,Regex-Tokenize,Python,r5,,,,,
run_485,NOT DONE,b9,Regex-Tokenize,Python,r6,,,,,
run_486,NOT DONE,b9,Regex-Tokenize,Python,r7,,,,,
run_487,NOT DONE,b9,Regex-Tokenize,Python,r8,,,,,
run_488,NOT DONE,b9,Regex-Tokenize,Python,r9,,,,,
run_489,NOT DONE,b9,Regex-Tokenize,Python,r10,,,,,
run_490,NOT DONE,b9,Regex-Tokenize,Python,r11,,,,,
run_491,NOT DONE,b9,Regex-Tokenize,Python,r12,,,,,
run_492,NOT DONE,b9,Regex-Tokenize,Python,r13,,,,,
run_493,NOT DONE,b9,Regex-Tokenize,Python,r14,,,,,
run_494,NOT DONE,b9,Regex-Tokenize,Python,r15,,,,,
run_495,NOT DONE,b9,Regex-Tokenize,Python,r16,,,,,
run_496,NOT DONE,b9,Regex-Tokenize,Python,r17,,,,,
run_497,NOT DONE,b9,Regex-Tokenize,Python,r18,,,,,
run_498,NOT DONE,b9,Regex-Tokenize,Python,r19,,,,,
run_499,NOT DONE,b9,Regex-Tokenize,Python,r20,,,,,
run_500,NOT DONE,b9,Regex-Tokenize,C++/Cython,r1,,,,,
run_501,NOT DONE,b9,Regex-Tokenize,C++/Cython,r2,,,,,
run_502,NOT DONE,b9,Regex-Tokenize,C++/Cython,r3,,,,,
run_503,NOT DONE,b9,Regex-Tokenize,C++/Cython,r4,,,,,
run_504,NOT DONE,b9,Regex-Tokenize,C++/Cython,r5,,,,,
run_505,NOT DONE,b9,Regex-Tokenize,C++/Cython,r6,,,,,
run_506,NOT DONE,b9,Regex-Tokenize,C++/Cython,r7,,,,,
run_507,NOT DONE,b9,Regex-Tokenize,C++/Cython,r8,,,,,
run_508,NOT DONE,b9,Regex-Tokenize,C++/Cython,r9,,,,,
run_509,NOT DONE,b9,Regex-Tokenize,C++/Cython,r10,,,,,
run_510,NOT DONE,b9,Regex-Tokenize,C++/Cython,r11,,,,,
run_511,NOT DONE,b9,Regex-Tokenize,C++/Cython,r12,,,,,
run_512,NOT DONE,b9,Regex-Tokenize,C++/Cython,r13,,,,,
run_513,NOT DONE,b9,Regex-Tokenize,C++/Cython,r14,,,,,
run_514,NOT DONE,b9,Regex-Tokenize,C++/Cython,r15,,,,,
run_515,NOT DONE,b9,Regex-Tokenize,C++/Cython,r16,,,,,
run_516,NOT DONE,b9,Regex-Tokenize,C++/Cython,r17,,,,,
run_517,NOT DONE,b9,Regex-Tokenize,C++/Cython,r18,,,,,
run_518,NOT DONE,b9,Regex-Tokenize,C++/Cython,r19,,,,,
run_519,NOT DONE,b9,Regex-Tokenize,C++/Cython,r20,,,,,
run_520,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r1,,,,,
run_521,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r2,,,,,
run_522,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r3,,,,,
run_523,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r4,,,,,
run_524,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r5,,,,,
run_525,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r6,,,,,
run_526,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r7,,,,,
run_527,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r8,,,,,
run_528,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r9,,,,,
run_529,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r10,,,,,
run_530,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r11,,,,,
run_531,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r12,,,,,
run_532,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r13,,,,,
run_533,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r14,,,,,
run_534,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r15,,,,,
run_535,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r16,,,,,
run_536,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r17,,,,,
run_537,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r18,,,,,
run_538,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r19,,,,,
run_539,NOT DONE,b9,Regex-Tokenize,C++/SWIG,r20,,,,,
run_540,NOT DONE,b10,JSON-EncodeDecode,Python,r1,,,,,
run_541,NOT DONE,b10,JSON-EncodeDecode,Python,r2,,,,,
run_542,NOT DONE,b10,JSON-EncodeDecode,Python,r3,,,,,
run_543,NOT DONE,b10,JSON-EncodeDecode,Python,r4,,,,,
run_544,NOT DONE,b10,JSON-EncodeDecode,Python,r5,,,,,
run_545,NOT DONE,b10,JSON-EncodeDecode,Python,r6,,,,,
run_546,NOT DONE,b10,JSON-EncodeDecode,Python,r7,,,,,
run_547,NOT DONE,b10,JSON-EncodeDecode,Python,r8,,,,,
run_548,NOT DONE,b10,JSON-EncodeDecode,Python,r9,,,,,
run_549,NOT DONE,b10,JSON-EncodeDecode,Python,r10,,,,,
run_550,NOT DONE,b10,JSON-EncodeDecode,Python,r11,,,,,
run_551,NOT DONE,b10,JSON-EncodeDecode,Python,r12,,,,,
run_552,NOT DONE,b10,JSON-EncodeDecode,Python,r13,,,,,
run_553,NOT DONE,b10,JSON-EncodeDecode,Python,r14,,,,,
run_554,NOT DONE,b10,JSON-EncodeDecode,Python,r15,,,,,
run_555,NOT DONE,b10,JSON-EncodeDecode,Python,r16,,,,,
run_556,NOT DONE,b10,JSON-EncodeDecode,Python,r17,,,,,
run_557,NOT DONE,b10,JSON-EncodeDecode,Python,r18,,,,,
run_558,NOT DONE,b10,JSON-EncodeDecode,Python,r19,,,,,
run_559,NOT DONE,b10,JSON-EncodeDecode,Python,r20,,,,,
run_560,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r1,,,,,
run_561,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r2,,,,,
run_562,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r3,,,,,
run_563,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r4,,,,,
run_564,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r5,,,,,
run_565,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r6,,,,,
run_566,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r7,,,,,
run_567,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r8,,,,,
run_568,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r9,,,,,
run_569,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r10,,,,,
run_570,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r11,,,,,
run_571,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r12,,,,,
run_572,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r13,,,,,
run_573,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r14,,,,,
run_574,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r15,,,,,
run_575,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r16,,,,,
run_576,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r17,,,,,
run_577,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r18,,,,,
run_578,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r19,,,,,
run_579,NOT DONE,b10,JSON-EncodeDecode,C++/Cython,r20,,,,,
run_580,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r1,,,,,
run_581,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r2,,,,,
run_582,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r3,,,,,
run_583,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r4,,,,,
run_584,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r5,,,,,
run_585,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r6,,,,,
run_586,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r7,,,,,
run_587,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r8,,,,,
run_588,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r9,,,,,
run_589,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r10,,,,,
run_590,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r11,,,,,
run_591,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r12,,,,,
run_592,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r13,,,,,
run_593,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r14,,,,,
run_594,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r15,,,,,
run_595,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r16,,,,,
run_596,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r17,,,,,
run_597,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r18,,,,,
run_598,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r19,,,,,
run_599,NOT DONE,b10,JSON-EncodeDecode,C++/SWIG,r20,,,,,
